region,province,city,district,position,candidate_name,party,votes
REGION IV B,OCCIDENTAL MINDORO,LUBANG,LONE,COUNCILOR,"ANZALDO, ERWIN",PFP,4760
REGION IV B,OCCIDENTAL MINDORO,LUBANG,LONE,COUNCILOR,"TRIA, JOHN LOUIE",PFP,4637
REGION IV B,OCCIDENTAL MINDORO,LUBANG,LONE,COUNCILOR,"LAUDATO, JACKIE",PFP,4635
REGION IV B,OCCIDENTAL MINDORO,LUBANG,LONE,COUNCILOR,"MORALES, CESAR",IND,4338
REGION IV B,OCCIDENTAL MINDORO,LUBANG,LONE,COUNCILOR,"SALUDAR, DOC BAMBI",PFP,4323
REGION IV B,OCCIDENTAL MINDORO,LUBANG,LONE,COUNCILOR,"ABELEDA, IMEE",IND,4308
REGION IV B,OCCIDENTAL MINDORO,LUBANG,LONE,COUNCILOR,"TEJOSO, BOY",IND,4295
REGION IV B,OCCIDENTAL MINDORO,MAGSAYSAY,LONE,COUNCILOR,"BONUS, EDMUND",PFP,13050
REGION IV B,OCCIDENTAL MINDORO,MAGSAYSAY,LONE,COUNCILOR,"LORENZO, ED",PFP,9703
REGION IV B,OCCIDENTAL MINDORO,MAGSAYSAY,LONE,COUNCILOR,"NORELLA, JUN",PFP,9446
REGION IV B,OCCIDENTAL MINDORO,MAGSAYSAY,LONE,COUNCILOR,"LABRADOR, SIRDAN",PFP,9248
REGION IV B,OCCIDENTAL MINDORO,MAGSAYSAY,LONE,COUNCILOR,"BARRERA, ANNA",LP,8952
REGION IV B,OCCIDENTAL MINDORO,MAGSAYSAY,LONE,COUNCILOR,"CALAYAG, FREDDIE",PFP,8713
REGION IV B,OCCIDENTAL MINDORO,MAGSAYSAY,LONE,COUNCILOR,"SANTIAGO, BRYAN PAUL",PFP,7217
REGION IV B,OCCIDENTAL MINDORO,MAGSAYSAY,LONE,COUNCILOR,"CAMPO, EVELYN",PFP,7027
REGION IV B,OCCIDENTAL MINDORO,MAMBURAO,LONE,COUNCILOR,"ABELEDA, YANNA",LP,11391
REGION IV B,OCCIDENTAL MINDORO,MAMBURAO,LONE,COUNCILOR,"ESPERANZA, DOC WYN",LP,9777
REGION IV B,OCCIDENTAL MINDORO,MAMBURAO,LONE,COUNCILOR,"RAMIREZ, KAPMEL",LP,8651
REGION IV B,OCCIDENTAL MINDORO,MAMBURAO,LONE,COUNCILOR,"MATARO, OLI",LP,8403
REGION IV B,OCCIDENTAL MINDORO,MAMBURAO,LONE,COUNCILOR,"PANTOJA, KAP RICKY",IND,7845
REGION IV B,OCCIDENTAL MINDORO,MAMBURAO,LONE,COUNCILOR,"VILLAFLORES, EBOY",IND,7839
REGION IV B,OCCIDENTAL MINDORO,MAMBURAO,LONE,COUNCILOR,"CALABIO, LES",LP,6610
REGION IV B,OCCIDENTAL MINDORO,MAMBURAO,LONE,COUNCILOR,"BAUTISTA, BRIAN",NUP,6486
REGION IV B,OCCIDENTAL MINDORO,PALUAN,LONE,COUNCILOR,"BAUTISTA, ROCHE",PFP,7384
REGION IV B,OCCIDENTAL MINDORO,PALUAN,LONE,COUNCILOR,"MASANGKAY, ROCKY",PFP,7044
REGION IV B,OCCIDENTAL MINDORO,PALUAN,LONE,COUNCILOR,"IBAÑEZ, MARRIAN",PFP,7036
REGION IV B,OCCIDENTAL MINDORO,PALUAN,LONE,COUNCILOR,"VELANDRIA, VON JOSEPH",PFP,6429
REGION IV B,OCCIDENTAL MINDORO,PALUAN,LONE,COUNCILOR,"TRIA, JONELL",PFP,6423
REGION IV B,OCCIDENTAL MINDORO,PALUAN,LONE,COUNCILOR,"CABABAY, BENITO",PFP,6378
REGION IV B,OCCIDENTAL MINDORO,PALUAN,LONE,COUNCILOR,"MARASIGAN, ELORDE",PFP,6171
REGION IV B,OCCIDENTAL MINDORO,PALUAN,LONE,COUNCILOR,"TORRELIZA, RONALDO",PFP,5597
REGION IV B,OCCIDENTAL MINDORO,RIZAL,LONE,COUNCILOR,"GUEVARRA, JAN-JAN",NP,10300
REGION IV B,OCCIDENTAL MINDORO,RIZAL,LONE,COUNCILOR,"HITONES, BONG",NP,9833
REGION IV B,OCCIDENTAL MINDORO,RIZAL,LONE,COUNCILOR,"ESPARTERO, NICA",NP,8166
REGION IV B,OCCIDENTAL MINDORO,RIZAL,LONE,COUNCILOR,"VALDEZ, BOYING",IND,7644
REGION IV B,OCCIDENTAL MINDORO,RIZAL,LONE,COUNCILOR,"SISCAR, ALJEN",NP,7426
REGION IV B,OCCIDENTAL MINDORO,RIZAL,LONE,COUNCILOR,"ARCA, TOY",PFP,7129
REGION IV B,OCCIDENTAL MINDORO,RIZAL,LONE,COUNCILOR,"JAURIGUE, JIMMY",NP,7019
REGION IV B,OCCIDENTAL MINDORO,RIZAL,LONE,COUNCILOR,"TACUYO, JOEY",NP,6516
REGION IV B,OCCIDENTAL MINDORO,SABLAYAN,LONE,COUNCILOR,"ALVAREZ-LORENZO, CLARINDA",NUP,21167
REGION IV B,OCCIDENTAL MINDORO,SABLAYAN,LONE,COUNCILOR,"LANDICHO, NANCY",PFP,20830
REGION IV B,OCCIDENTAL MINDORO,SABLAYAN,LONE,COUNCILOR,"VENTURA, JUNJUN",NUP,19652
REGION IV B,OCCIDENTAL MINDORO,SABLAYAN,LONE,COUNCILOR,"CAMBA, HARRIS",IND,18725
REGION IV B,OCCIDENTAL MINDORO,SABLAYAN,LONE,COUNCILOR,"URIETA, BONG",LP,17761
REGION IV B,OCCIDENTAL MINDORO,SABLAYAN,LONE,COUNCILOR,"DAWATES, OBET",PFP,16786
REGION IV B,OCCIDENTAL MINDORO,SABLAYAN,LONE,COUNCILOR,"DIMACULANGAN, CONCHITA",NUP,16763
REGION IV B,OCCIDENTAL MINDORO,SABLAYAN,LONE,COUNCILOR,"TADEO, MANNY",NUP,14876
REGION IV B,OCCIDENTAL MINDORO,SAN JOSE,LONE,COUNCILOR,"CACAYORIN, ISMAEL",PFP,27503
REGION IV B,OCCIDENTAL MINDORO,SAN JOSE,LONE,COUNCILOR,"ZAPANTA, MYRNA",LP,26324
REGION IV B,OCCIDENTAL MINDORO,SAN JOSE,LONE,COUNCILOR,"CENTENO, DANILO",PFP,25613
REGION IV B,OCCIDENTAL MINDORO,SAN JOSE,LONE,COUNCILOR,"MANGAHAS, ROBERT",PFP,25586
REGION IV B,OCCIDENTAL MINDORO,SAN JOSE,LONE,COUNCILOR,"MALILAY, JUN-JUN",LP,25350
REGION IV B,OCCIDENTAL MINDORO,SAN JOSE,LONE,COUNCILOR,"HOLGADO, JIMMY",LP,25111
REGION IV B,OCCIDENTAL MINDORO,SAN JOSE,LONE,COUNCILOR,"MENDIOLA, MATTHEW GENE",LP,23522
REGION IV B,OCCIDENTAL MINDORO,SAN JOSE,LONE,COUNCILOR,"BALMES, BAROK",PFP,23151
REGION IV B,OCCIDENTAL MINDORO,SANTA CRUZ,LONE,COUNCILOR,"PAGUAGAN, VINANG",PFP,8913
REGION IV B,OCCIDENTAL MINDORO,SANTA CRUZ,LONE,COUNCILOR,"ALEGRIA, RONIE",PFP,8851
REGION IV B,OCCIDENTAL MINDORO,SANTA CRUZ,LONE,COUNCILOR,"DE LARA, SUZIE",PFP,8470
REGION IV B,OCCIDENTAL MINDORO,SANTA CRUZ,LONE,COUNCILOR,"VENTURERO, ALLAN",PFP,8105
REGION IV B,OCCIDENTAL MINDORO,SANTA CRUZ,LONE,COUNCILOR,"GONZALES, DARWIN",PFP,8011
REGION IV B,OCCIDENTAL MINDORO,SANTA CRUZ,LONE,COUNCILOR,"RODRIGUEZ, KUYA ED",PFP,7882
REGION IV B,OCCIDENTAL MINDORO,SANTA CRUZ,LONE,COUNCILOR,"BASIT, KAP RIGY",IND,7790
REGION IV B,OCCIDENTAL MINDORO,SANTA CRUZ,LONE,COUNCILOR,"UMALI, EVANGELINE",PFP,7774
REGION IV B,ORIENTAL MINDORO,BACO,LONE,COUNCILOR,"NAJITO, JAY",GSM,11703
REGION IV B,ORIENTAL MINDORO,BACO,LONE,COUNCILOR,"PEREÑA, ARLENE",LAKAS,10940
REGION IV B,ORIENTAL MINDORO,BACO,LONE,COUNCILOR,"DUKA, ALLAN",GSM,10269
REGION IV B,ORIENTAL MINDORO,BACO,LONE,COUNCILOR,"CEPILLO, YSSAY",IND,9498
REGION IV B,ORIENTAL MINDORO,BACO,LONE,COUNCILOR,"DE OCAMPO, NARDS",MBS,9202
REGION IV B,ORIENTAL MINDORO,BACO,LONE,COUNCILOR,"JIMENEZ, VERING",LAKAS,8340
REGION IV B,ORIENTAL MINDORO,BACO,LONE,COUNCILOR,"ICAL, MANOY",LAKAS,8315
REGION IV B,ORIENTAL MINDORO,BACO,LONE,COUNCILOR,"ACEVEDA, RIGOR",IND,8094
REGION IV B,ORIENTAL MINDORO,BANSUD,LONE,COUNCILOR,"FERRARO, ATTY. JAYLIBEE",IND,11853
REGION IV B,ORIENTAL MINDORO,BANSUD,LONE,COUNCILOR,"MAGADIA, SIR BIEN",LP,11494
REGION IV B,ORIENTAL MINDORO,BANSUD,LONE,COUNCILOR,"MORADA, RONALD JOHN",LP,10946
REGION IV B,ORIENTAL MINDORO,BANSUD,LONE,COUNCILOR,"MAGADIA, PORCHIA MAE",IND,8912
REGION IV B,ORIENTAL MINDORO,BANSUD,LONE,COUNCILOR,"ROLDAN, NILO",PFP,8675
REGION IV B,ORIENTAL MINDORO,BANSUD,LONE,COUNCILOR,"CATUBAY, TITO",PFP,7758
REGION IV B,ORIENTAL MINDORO,BANSUD,LONE,COUNCILOR,"EVANGELISTA, WILLIAM",PFP,7301
REGION IV B,ORIENTAL MINDORO,BANSUD,LONE,COUNCILOR,"SIGUE, BENEDICK",PFP,6536
REGION IV B,ORIENTAL MINDORO,BONGABONG,LONE,COUNCILOR,"CANDELARIO, RICHARD",GSM,15376
REGION IV B,ORIENTAL MINDORO,BONGABONG,LONE,COUNCILOR,"ALEA, JEFF",LAKAS,14554
REGION IV B,ORIENTAL MINDORO,BONGABONG,LONE,COUNCILOR,"ENRIQUEZ, EMY",LAKAS,12497
REGION IV B,ORIENTAL MINDORO,BONGABONG,LONE,COUNCILOR,"ATIENZA, NIÑA",LAKAS,12111
REGION IV B,ORIENTAL MINDORO,BONGABONG,LONE,COUNCILOR,"LIWANAG, DODIE",LAKAS,12064
REGION IV B,ORIENTAL MINDORO,BONGABONG,LONE,COUNCILOR,"MONREAL, MELODY",GSM,12050
REGION IV B,ORIENTAL MINDORO,BONGABONG,LONE,COUNCILOR,"VILLANUEVA, ARNOLD",GSM,12049
REGION IV B,ORIENTAL MINDORO,BONGABONG,LONE,COUNCILOR,"GUNO-SIBULAN, ATTY.CINDEE",PFP,11827
REGION IV B,ORIENTAL MINDORO,BULALACAO,LONE,COUNCILOR,"SALAS, GUILLERMO JR.",PFP,13763
REGION IV B,ORIENTAL MINDORO,BULALACAO,LONE,COUNCILOR,"OSORIO, MOSES",PFP,13260
REGION IV B,ORIENTAL MINDORO,BULALACAO,LONE,COUNCILOR,"MAGBANUA, RAMON",PFP,13113
REGION IV B,ORIENTAL MINDORO,BULALACAO,LONE,COUNCILOR,"NARCISO, JOEJIE",PFP,12824
REGION IV B,ORIENTAL MINDORO,BULALACAO,LONE,COUNCILOR,"FALLARIA, ROMEO",LP,12684
REGION IV B,ORIENTAL MINDORO,BULALACAO,LONE,COUNCILOR,"EVANGELIO, KAP ROGER",LP,12455
REGION IV B,ORIENTAL MINDORO,BULALACAO,LONE,COUNCILOR,"REYES, JERUS BANTUGAN",LP,12339
REGION IV B,ORIENTAL MINDORO,BULALACAO,LONE,COUNCILOR,"EGUILLON, CAPT NESTOR",LP,11394
REGION IV B,ORIENTAL MINDORO,CALAPAN,LONE,COUNCILOR,"TANYAG-PANALIGAN, ATTY.BEL(MBS",,41955
REGION IV B,ORIENTAL MINDORO,CALAPAN,LONE,COUNCILOR,"AGUA, RIUS",MBS,38421
REGION IV B,ORIENTAL MINDORO,CALAPAN,LONE,COUNCILOR,"DE JESUS, MYLENE",GSM,35689
REGION IV B,ORIENTAL MINDORO,CALAPAN,LONE,COUNCILOR,"INFANTADO, RAP",MBS,35644
REGION IV B,ORIENTAL MINDORO,CALAPAN,LONE,COUNCILOR,"UMALI, JOSEPH",GSM,34017
REGION IV B,ORIENTAL MINDORO,CALAPAN,LONE,COUNCILOR,"FORTU, GENIE",MBS,33889
REGION IV B,ORIENTAL MINDORO,CALAPAN,LONE,COUNCILOR,"CABAILO, JUN",MBS,33356
REGION IV B,ORIENTAL MINDORO,CALAPAN,LONE,COUNCILOR,"GOCO, ATTY RICKA PLATA",MBS,29509
REGION IV B,ORIENTAL MINDORO,GLORIA,LONE,COUNCILOR,"ONG, NELCY",LAKAS,13834
REGION IV B,ORIENTAL MINDORO,GLORIA,LONE,COUNCILOR,"FAMPULME, TIMO",LAKAS,12675
REGION IV B,ORIENTAL MINDORO,GLORIA,LONE,COUNCILOR,"DIONA, NELSON",PFP,11158
REGION IV B,ORIENTAL MINDORO,GLORIA,LONE,COUNCILOR,"DAPITO, RUDY",LP,10712
REGION IV B,ORIENTAL MINDORO,GLORIA,LONE,COUNCILOR,"ALVAREZ, GEORGE VOLTAIRE",PFP,9992
REGION IV B,ORIENTAL MINDORO,GLORIA,LONE,COUNCILOR,"JAMILLA, NICK ORLAN",LAKAS,9695
REGION IV B,ORIENTAL MINDORO,GLORIA,LONE,COUNCILOR,"BAWASANTA, CRISPIN",PFP,9559
REGION IV B,ORIENTAL MINDORO,GLORIA,LONE,COUNCILOR,"LALO, SK CHESKA",LP,9550
REGION IV B,ORIENTAL MINDORO,MANSALAY,LONE,COUNCILOR,"RAMOS, ENTENG",LP,16835
REGION IV B,ORIENTAL MINDORO,MANSALAY,LONE,COUNCILOR,"GADON, SIR BONG",GSM,14714
REGION IV B,ORIENTAL MINDORO,MANSALAY,LONE,COUNCILOR,"DIMATULAC, ROMAR",GSM,14599
REGION IV B,ORIENTAL MINDORO,MANSALAY,LONE,COUNCILOR,"MANING, NOMAR",PFP,14253
REGION IV B,ORIENTAL MINDORO,MANSALAY,LONE,COUNCILOR,"INGAYAN, LOWIE",PFP,13512
REGION IV B,ORIENTAL MINDORO,MANSALAY,LONE,COUNCILOR,"TRAJICO, NOEL",PFP,11874
REGION IV B,ORIENTAL MINDORO,MANSALAY,LONE,COUNCILOR,"SUCGANG, CEZAR",LP,11503
REGION IV B,ORIENTAL MINDORO,MANSALAY,LONE,COUNCILOR,"MARQUEZ, CYRUS",GSM,11492
REGION IV B,ORIENTAL MINDORO,NAUJAN,LONE,COUNCILOR,"VIRAY, WIL",GSM,25095
REGION IV B,ORIENTAL MINDORO,NAUJAN,LONE,COUNCILOR,"BUGARIN, JUN",GSM,24339
REGION IV B,ORIENTAL MINDORO,NAUJAN,LONE,COUNCILOR,"MARCOS, MARION",GSM,24247
REGION IV B,ORIENTAL MINDORO,NAUJAN,LONE,COUNCILOR,"YLAGAN, JOEFEL",GSM,24244
REGION IV B,ORIENTAL MINDORO,NAUJAN,LONE,COUNCILOR,"DE VILLA, ELMAR",IND,23178
REGION IV B,ORIENTAL MINDORO,NAUJAN,LONE,COUNCILOR,"BALBACAL, ALLAN",GSM,21960
REGION IV B,ORIENTAL MINDORO,NAUJAN,LONE,COUNCILOR,"VARGAS, MICHAEL GREGORY",GSM,21229
REGION IV B,ORIENTAL MINDORO,NAUJAN,LONE,COUNCILOR,"DOLOR, PAT",GSM,19395
REGION IV B,ORIENTAL MINDORO,PINAMALAYAN,LONE,COUNCILOR,"HERNANDEZ, JING-JING",LAKAS,19927
REGION IV B,ORIENTAL MINDORO,PINAMALAYAN,LONE,COUNCILOR,"PEREZ, RONNIE",IND,19699
REGION IV B,ORIENTAL MINDORO,PINAMALAYAN,LONE,COUNCILOR,"DELMO, DUNHILL",LP,15061
REGION IV B,ORIENTAL MINDORO,PINAMALAYAN,LONE,COUNCILOR,"MADRID, TOTOY GELLO",LAKAS,13565
REGION IV B,ORIENTAL MINDORO,PINAMALAYAN,LONE,COUNCILOR,"LIWANAG, FATIMA",LAKAS,12614
REGION IV B,ORIENTAL MINDORO,PINAMALAYAN,LONE,COUNCILOR,"HERNANDEZ, DOK EDWIN",GSM,12144
REGION IV B,ORIENTAL MINDORO,PINAMALAYAN,LONE,COUNCILOR,"JARABE, MADAM AMMAFE",GSM,11302
REGION IV B,ORIENTAL MINDORO,PINAMALAYAN,LONE,COUNCILOR,"UMBAO, JEFF",GSM,11204
REGION IV B,ORIENTAL MINDORO,POLA,LONE,COUNCILOR,"BATHAN, ROMEL",GSM,8528
REGION IV B,ORIENTAL MINDORO,POLA,LONE,COUNCILOR,"PANGANIBAN, KAP DONJAY",LDP,7651
REGION IV B,ORIENTAL MINDORO,POLA,LONE,COUNCILOR,"OLIVEROS, BODOG",GSM,7620
REGION IV B,ORIENTAL MINDORO,POLA,LONE,COUNCILOR,"CLAVERIA, OTOY",LDP,7578
REGION IV B,ORIENTAL MINDORO,POLA,LONE,COUNCILOR,"FETIZANAN, AD LLOYD",GSM,7365
REGION IV B,ORIENTAL MINDORO,POLA,LONE,COUNCILOR,"FETIZANAN, ANGKOL JERRY",GSM,7258
REGION IV B,ORIENTAL MINDORO,POLA,LONE,COUNCILOR,"LINCALLO, EMIE",GSM,6850
REGION IV B,ORIENTAL MINDORO,POLA,LONE,COUNCILOR,"MONTALBO, MARIA ANA LIZA",LDP,6740
REGION IV B,ORIENTAL MINDORO,PUERTO GALERA,LONE,COUNCILOR,"ATIENZA, ACEVON",GSM,13784
REGION IV B,ORIENTAL MINDORO,PUERTO GALERA,LONE,COUNCILOR,"ATIENZA, ARIS",IND,13274
REGION IV B,ORIENTAL MINDORO,PUERTO GALERA,LONE,COUNCILOR,"MARQUEZ, HAROLD",LAKAS,10961
REGION IV B,ORIENTAL MINDORO,PUERTO GALERA,LONE,COUNCILOR,"DELGADO, DIVINE",LAKAS,9297
REGION IV B,ORIENTAL MINDORO,PUERTO GALERA,LONE,COUNCILOR,"ARMAMENTO, EDITH",GSM,8271
REGION IV B,ORIENTAL MINDORO,PUERTO GALERA,LONE,COUNCILOR,"LOPEZ, RODEL",GSM,7697
REGION IV B,ORIENTAL MINDORO,PUERTO GALERA,LONE,COUNCILOR,"FLORIDA, KAP TEDDY",IND,7230
REGION IV B,ORIENTAL MINDORO,PUERTO GALERA,LONE,COUNCILOR,"ENRIQUEZ, DANNY",LAKAS,6426
REGION IV B,ORIENTAL MINDORO,ROXAS,LONE,COUNCILOR,"BACAY, PANGGA",LP,17162
REGION IV B,ORIENTAL MINDORO,ROXAS,LONE,COUNCILOR,"PAJILA, MAYETTE",GSM,15440
REGION IV B,ORIENTAL MINDORO,ROXAS,LONE,COUNCILOR,"DE LA CRUZ, DEN-DEN",LP,14690
REGION IV B,ORIENTAL MINDORO,ROXAS,LONE,COUNCILOR,"PONGYAN, MICHAEL",GSM,14139
REGION IV B,ORIENTAL MINDORO,ROXAS,LONE,COUNCILOR,"DIMAPILIS, KING PHILIP",GSM,13726
REGION IV B,ORIENTAL MINDORO,ROXAS,LONE,COUNCILOR,"CARVAJAL, DON DON",GSM,13344
REGION IV B,ORIENTAL MINDORO,ROXAS,LONE,COUNCILOR,"MAGNO, DODOY",LP,12023
REGION IV B,ORIENTAL MINDORO,ROXAS,LONE,COUNCILOR,"BATICOS, OBET",GSM,11958
REGION IV B,ORIENTAL MINDORO,SAN TEODORO,LONE,COUNCILOR,"BALAIBO, KUYA ALLEN",GSM,5000
REGION IV B,ORIENTAL MINDORO,SAN TEODORO,LONE,COUNCILOR,"LAZO, DOK LAZO",IND,4929
REGION IV B,ORIENTAL MINDORO,SAN TEODORO,LONE,COUNCILOR,"ASPECTO, KHIM DENIEL",LAKAS,4859
REGION IV B,ORIENTAL MINDORO,SAN TEODORO,LONE,COUNCILOR,"SANCHEZ, ZALDY",IND,4165
REGION IV B,ORIENTAL MINDORO,SAN TEODORO,LONE,COUNCILOR,"ATAYDE, STEVE",LAKAS,4075
REGION IV B,ORIENTAL MINDORO,SAN TEODORO,LONE,COUNCILOR,"ALPUERTO, ELYN",PFP,3961
REGION IV B,ORIENTAL MINDORO,SAN TEODORO,LONE,COUNCILOR,"ARENILLO, TUSIK",IND,3899
REGION IV B,ORIENTAL MINDORO,SAN TEODORO,LONE,COUNCILOR,"ALDABA, GREG",LAKAS,3729
REGION IV B,ORIENTAL MINDORO,SOCORRO,LONE,COUNCILOR,"UMBAO, MARVIN",LAKAS,8898
REGION IV B,ORIENTAL MINDORO,SOCORRO,LONE,COUNCILOR,"GAMEZ, NIMFA",LAKAS,8734
REGION IV B,ORIENTAL MINDORO,SOCORRO,LONE,COUNCILOR,"DE CASTRO, JULIUSELESIS",LAKAS,7991
REGION IV B,ORIENTAL MINDORO,SOCORRO,LONE,COUNCILOR,"BALZOTE, LILIBETH",IND,7052
REGION IV B,ORIENTAL MINDORO,SOCORRO,LONE,COUNCILOR,"MAGTIBAY, RYAN",LAKAS,6998
REGION IV B,ORIENTAL MINDORO,SOCORRO,LONE,COUNCILOR,"PINEDA, ATE SHIE",GSM,6741
REGION IV B,ORIENTAL MINDORO,SOCORRO,LONE,COUNCILOR,"ANYAYAHAN, ELMAR",GSM,6705
REGION IV B,ORIENTAL MINDORO,SOCORRO,LONE,COUNCILOR,"MUTYA, AMA",LP,6011
REGION IV B,ORIENTAL MINDORO,VICTORIA,LONE,COUNCILOR,"DEL MUNDO, FEI",AKSYON,11843
REGION IV B,ORIENTAL MINDORO,VICTORIA,LONE,COUNCILOR,"CALISI, JEN",LAKAS,11564
REGION IV B,ORIENTAL MINDORO,VICTORIA,LONE,COUNCILOR,"ATIENZA, KAP MANNY",GSM,10548
REGION IV B,ORIENTAL MINDORO,VICTORIA,LONE,COUNCILOR,"BARBER, RAJA",MBS,10464
REGION IV B,ORIENTAL MINDORO,VICTORIA,LONE,COUNCILOR,"MARANAN, WILLY",GSM,9982
REGION IV B,ORIENTAL MINDORO,VICTORIA,LONE,COUNCILOR,"DIMAANO-DUMAS, MERCY",LAKAS,9201
REGION IV B,ORIENTAL MINDORO,VICTORIA,LONE,COUNCILOR,"ESTEBAN, EMMANUEL",MBS,8862
REGION IV B,ORIENTAL MINDORO,VICTORIA,LONE,COUNCILOR,"DUMAS, CHESTER",LAKAS,8412
REGION IV B,PALAWAN,ABORLAN,LONE,COUNCILOR,"RUHEN, REYNA MICHELLE",NP,12400
REGION IV B,PALAWAN,ABORLAN,LONE,COUNCILOR,"DELGADO, JAN MICHAEL",PPP,10648
REGION IV B,PALAWAN,ABORLAN,LONE,COUNCILOR,"PENEYRA, PINOY",PPP,10332
REGION IV B,PALAWAN,ABORLAN,LONE,COUNCILOR,"LUMIS, JOEL JR.",IND,8215
REGION IV B,PALAWAN,ABORLAN,LONE,COUNCILOR,"ORTEGA, RAFF",PPP,7900
REGION IV B,PALAWAN,ABORLAN,LONE,COUNCILOR,"ORTEGA, ARNEL",PPP,7076
REGION IV B,PALAWAN,ABORLAN,LONE,COUNCILOR,"AGUSTIN, JUN",IND,7037
REGION IV B,PALAWAN,ABORLAN,LONE,COUNCILOR,"PEREZ, DAVE",NP,6820
REGION IV B,PALAWAN,AGUTAYA,LONE,COUNCILOR,"QUINCELA, RENEE",PPP,3084
REGION IV B,PALAWAN,AGUTAYA,LONE,COUNCILOR,"SALAZAR, LINA",IND,2949
REGION IV B,PALAWAN,AGUTAYA,LONE,COUNCILOR,"GENOVATA, ANALYN",PPP,2623
REGION IV B,PALAWAN,AGUTAYA,LONE,COUNCILOR,"BACOSA, ARLITO JR.",PPP,2563
REGION IV B,PALAWAN,AGUTAYA,LONE,COUNCILOR,"ZUMARAGA, ELPIDIO JR.",PPP,2388
REGION IV B,PALAWAN,AGUTAYA,LONE,COUNCILOR,"SOLIS, JULIETO",PPP,2341
REGION IV B,PALAWAN,AGUTAYA,LONE,COUNCILOR,"APOLINARIO, CHERRYL",PPP,2108
REGION IV B,PALAWAN,AGUTAYA,LONE,COUNCILOR,"PAGDULAGAN, AIDA",IND,1953
REGION IV B,PALAWAN,ARACELI,LONE,COUNCILOR,"HORTALEZA, JENNY",PRP,4764
REGION IV B,PALAWAN,ARACELI,LONE,COUNCILOR,"BERONIO, DODO",PPP,4717
REGION IV B,PALAWAN,ARACELI,LONE,COUNCILOR,"FLORES, ARNOLD",PRP,4414
REGION IV B,PALAWAN,ARACELI,LONE,COUNCILOR,"CUDILLA, LARRY",PRP,4360
REGION IV B,PALAWAN,ARACELI,LONE,COUNCILOR,"FORONES, RANDY",PRP,3981
REGION IV B,PALAWAN,ARACELI,LONE,COUNCILOR,"USTARES, JAKE",IND,3962
REGION IV B,PALAWAN,ARACELI,LONE,COUNCILOR,"GANDOLA, MEO",PPP,3902
REGION IV B,PALAWAN,ARACELI,LONE,COUNCILOR,"GENTIZON, MERVIN",PRP,3649
REGION IV B,PALAWAN,BALABAC,LONE,COUNCILOR,"AMI, RABBANA",PPP,11078
REGION IV B,PALAWAN,BALABAC,LONE,COUNCILOR,"AMI, SALAM",PPP,9490
REGION IV B,PALAWAN,BALABAC,LONE,COUNCILOR,"JAINUDDIN, TOH POTEH",LP,9018
REGION IV B,PALAWAN,BALABAC,LONE,COUNCILOR,"H. OMAR, MOYMOY",PPP,8436
REGION IV B,PALAWAN,BALABAC,LONE,COUNCILOR,"LEGING, MADSABBRI",PPP,8405
REGION IV B,PALAWAN,BALABAC,LONE,COUNCILOR,"ASLI, HADJA SALAMIA",PPP,8147
REGION IV B,PALAWAN,BALABAC,LONE,COUNCILOR,"REYES, ROLLY",IND,8138
REGION IV B,PALAWAN,BALABAC,LONE,COUNCILOR,"ASTAMI, ABDUL AZIZ",PPP,7711
REGION IV B,PALAWAN,BATARAZA,LONE,COUNCILOR,"IBBA, GAN",PPP,24386
REGION IV B,PALAWAN,BATARAZA,LONE,COUNCILOR,"AMORES, LAU",PPP,22376
REGION IV B,PALAWAN,BATARAZA,LONE,COUNCILOR,"SAIYO, MCDO",PPP,19505
REGION IV B,PALAWAN,BATARAZA,LONE,COUNCILOR,"GAMO, EMMER",PPP,17907
REGION IV B,PALAWAN,BATARAZA,LONE,COUNCILOR,"SAGUN, ED",PPP,17548
REGION IV B,PALAWAN,BATARAZA,LONE,COUNCILOR,"ABDURAJIK, SIR NING",IND,15519
REGION IV B,PALAWAN,BATARAZA,LONE,COUNCILOR,"MIANO, DHANG",PPP,15169
REGION IV B,PALAWAN,BATARAZA,LONE,COUNCILOR,"MUSA, YUSAH",PPP,13642
REGION IV B,PALAWAN,BROOKE'S POINT,LONE,COUNCILOR,"BALEAN, TAD",PPP,24229
REGION IV B,PALAWAN,BROOKE'S POINT,LONE,COUNCILOR,"BENEDITO, WATWAT",PPP,22948
REGION IV B,PALAWAN,BROOKE'S POINT,LONE,COUNCILOR,"CRESPO-ABON, SARAH",AKSYON,22552
REGION IV B,PALAWAN,BROOKE'S POINT,LONE,COUNCILOR,"BADUA, ROGELIO",PPP,21677
REGION IV B,PALAWAN,BROOKE'S POINT,LONE,COUNCILOR,"LACANILAO, NATHAN SAM",PPP,21372
REGION IV B,PALAWAN,BROOKE'S POINT,LONE,COUNCILOR,"RODRIGUEZ, KIEL",PPP,18719
REGION IV B,PALAWAN,BROOKE'S POINT,LONE,COUNCILOR,"DUGASAN, HAYATI",PPP,15543
REGION IV B,PALAWAN,BROOKE'S POINT,LONE,COUNCILOR,"NAINGUE, JIMART",AKSYON,14908
REGION IV B,PALAWAN,BUSUANGA,LONE,COUNCILOR,"EDONGA, BABY",IND,5952
REGION IV B,PALAWAN,BUSUANGA,LONE,COUNCILOR,"BASCA, MIK MIK",IND,5109
REGION IV B,PALAWAN,BUSUANGA,LONE,COUNCILOR,"CRUZ, TOMMY",IND,5032
